"","uid","majority_label","entropy","old_label","n","e","c","ground_truth","hypothesis","premise"
"1254","450596617.jpg#3r1n","e",1.06897077605287,"e",47,52,1,"n","Man and woman walking on the beach.","Man and woman walking near the ocean."
"1255","7228557720.jpg#0r1n","e",0.721928094887362,"n",20,80,0,"n","an artist works","A man drawing pictures of individuals sits under an umbrella with previous works such as justin beiber around him."
"1256","23016221.jpg#0r1n","n",0.529360865287364,"n",88,12,0,"n","A girl about to play tennis","The girl in yellow shorts and white jacket has a tennis ball in her left pocket."
"1257","4980149155.jpg#4r1n","n",0.65770477874422,"n",83,17,0,"n","Some travelers are at a train station waiting for their train to arrive.","A couple of travelers in a train station."
"1258","3564148252.jpg#4r1n","n",0.557438185027989,"n",87,13,0,"n","a man on a motorcycle","A person on a motorcycle."
"1259","344536009.jpg#2r1c","c",0.327444919154476,"c",6,0,94,"c","The young man is bald.","A young man is having his dreadlocks cutoff by a woman with scissors."
"1260","344536009.jpg#2r1e","e",0.603938591670598,"e",7,89,4,"e","The young man has twisted hair.","A young man is having his dreadlocks cutoff by a woman with scissors."
"1261","4534537073.jpg#2r1e","e",0.242292189082415,"e",4,96,0,"e","A lady is carrying a big bag.","The lady carrying the big bag is walking under the trees in bloom."
"1262","2415402073.jpg#1r1n","n",0.194391857831576,"n",97,3,0,"n","A young woman comes towards the steps to her apartment","The young woman wearing a striped pink shirt is approaching the stone-block stairs."
"1263","2415402073.jpg#1r1e","n",0.904381457724494,"n",68,32,0,"e","A woman prepares to ascend the stairs","The young woman wearing a striped pink shirt is approaching the stone-block stairs."
"1264","2314377503.jpg#2r1e","n",0.221940732853211,"n",97,2,1,"e","An old man is outdoors.","An old man wrapped in a gray cloth sitting against a wall."
"1265","2280437733.jpg#0r1n","n",1.22718862654478,"n",53,42,5,"n","There is a play going on.","Scene from a life show with man singing in the center, there are two women one on each side of him."
"1266","2280437733.jpg#0r1e","n",0.970950594454669,"e",60,40,0,"e","A man is singing on stage.","Scene from a life show with man singing in the center, there are two women one on each side of him."
"1267","2912739576.jpg#3r1n","n",0.701471459883897,"n",81,19,0,"n","A baby is waiting for his mother to give him a shower.","A baby in a bathrobe waits for his shower."
"1268","5456862756.jpg#0r1n","n",0.865734023433562,"n",79,18,3,"n","A woman is camping","A woman soaks her feet in a natural pool in a landscape of rocks, with green covered tents in the background."
"1269","5456862756.jpg#0r1e","e",0.365923650900223,"e",7,93,0,"e","A lady is outdoors","A woman soaks her feet in a natural pool in a landscape of rocks, with green covered tents in the background."
"1270","160792599.jpg#0r1c","c",1.21924070463685,"n",40,5,55,"c","People stand in the ocean waves.","Three men and two women stand facing the ocean from the shore on a sunny day."
"1271","4929777339.jpg#4r1n","n",0.667073000644382,"n",86,12,2,"n","a younger woman is looking at her phone","A woman in black pants is looking at her cellphone."
"1272","7591649888.jpg#1r1n","n",0.5790188873238,"n",88,11,1,"n","A group of girls try to make their way through the crowd at a concert.","Three young girls are walking hand in hand in a crowd of people."
"1273","461044512.jpg#0r1e","e",0.987298699737119,"e",28,70,2,"e","The girl is under the age of 18 years old.","A little girl in a pink Dora shirt with a pink hat on and a pink lei around her neck is cleaning some rocks with a toothbrush in a white plastic tub."
"1274","7610925230.jpg#0r1e","e",0.0807931358959112,"e",1,99,0,"e","Three women are on stage.","Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms."
"1275","7610925230.jpg#0r1c","c",0.995378438820226,"n",46,0,54,"c","All of the women are wearing tracksuits.","Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms."
"1276","7610925230.jpg#0r1n","c",1.30510312494257,"n",31,10,59,"n","The older women are singing.","Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms."
"1277","2482588693.jpg#0r1n","n",0.779207486310554,"n",80,19,1,"n","There are two men posing for a photgraphy stunt.","Two men, one kneeling and one squatting, are posing in front of a clear wall with shops in the background."
"1278","2970827076.jpg#2r1e","c",1.58055758827208,"e",31,32,37,"e","Clerk waits in checkout line.","A clerk at a store is idling a waiting for next customer."
"1279","7062352447.jpg#3r1c","c",1.09178992529496,"c",39,2,59,"c","The people are in a unicycle race.","A team of people on a bike race."
"1280","3020785883.jpg#1r1n","n",1.06195843513575,"n",55,44,1,"n","The baby is playing with the cup.","A little baby is sitting on the ground with his hands in a cup."
"1281","3560513546.jpg#4r1n","n",0.636211337372578,"n",86,13,1,"n","A woman is smiling on her bicycle as cars drive past her.","A woman smiling while on a bicycle."
"1282","2129430111.jpg#3r1n","e",0.989587521222056,"n",44,56,0,"n","The person might be going on an adventure.","A person in a red hat with a huge backpack going hiking."
"1283","574181.jpg#2r1n","e",0.286396957115956,"e",5,95,0,"n","two men clean","Two men are in a bare room sweeping the floor."
"1284","574181.jpg#2r1e","n",0.468995593589281,"e",90,10,0,"e","Two janitors sweep","Two men are in a bare room sweeping the floor."
"1285","4694000518.jpg#2r1c","c",0.468995593589281,"c",10,0,90,"c","A group of men on a bass boat.","Several women with long hair and mini-dresses walk together."
"1286","3377383984.jpg#0r1n","e",0.770663545987896,"n",16,82,2,"n","Two girls from rival teams are participating in a softball game.","A girl in a red and white uniform tagging out a girl in a black uniform and helmet during a competitive game of softball."
"1287","3377383984.jpg#0r1c","c",0.884183719779189,"c",15,5,80,"c","Two girls in softball uniforms are sitting on the ground.","A girl in a red and white uniform tagging out a girl in a black uniform and helmet during a competitive game of softball."
"1288","4977898090.jpg#3r1n","n",0.0807931358959112,"n",99,1,0,"n","The scooters are electric.","A street scene of people on scooters."
"1289","7814014742.jpg#3r1n","e",0.950672092687066,"n",37,63,0,"n","Three people are racing bikes for a prize.","Three motor-cross bike racers in a competition."
"1290","2490863987.jpg#0r1c","c",1.16399045755142,"c",24,8,68,"c","The man is appealing to morality.","A man holds a sign outside a hotel that reads ""Ok Ok Ok, I need money for beer, pot and a hooker."""
"1291","2325025735.jpg#4r1n","n",0.499915958164528,"n",89,11,0,"n","A small child is climbing a rock to see what's on the other side.","A child climbing a rock."
"1292","4960200748.jpg#3r1n","n",0.903169935075628,"e",73,26,1,"n","A man is outside.","A man is performing tricks with his superbike."
"1293","4682929932.jpg#2r1e","e",0.836763171160532,"n",19,79,2,"e","There are products on the furniture.","A group of people, men, women and children gathered around a table stacked with merchandise."
"1294","4682929932.jpg#4r1e","e",1.08550937730105,"n",38,60,2,"e","People are looking at something.","People crowded around toys on a table."
"1295","3487378989.jpg#2r1e","e",0.841464636208176,"n",27,73,0,"e","A man owns a bicycle.","A man grabs the spokes of his bicycle while he jumps."
"1296","6167795092.jpg#3r1c","c",1.0318939587528,"c",38,1,61,"c","The person is on a motorcycle.","A cyclists rides up a hill amid cheering bystanders."
"1297","6864033895.jpg#3r1e","e",0.557438185027989,"e",13,87,0,"e","A woman is performing a trick.","A woman with a red scarf is juggling oranges."
"1298","2937497894.jpg#0r1e","n",0.855012029664487,"e",76,23,1,"e","The person snowboards well.","A person performs a snowboarding trick on a rail as a man crouches down to get a better view."
"1299","3381038951.jpg#0r1c","c",0.837355597339445,"c",22,1,77,"c","The women points at the frozen glacier off the side of the cruise ship.","A woman in a white t-shirt points at a geyser."
"1300","3381038951.jpg#0r1e","n",0.575160186084823,"n",89,2,9,"e","The women points her daughter to the geyser.","A woman in a white t-shirt points at a geyser."
"1301","3295671644.jpg#2r1n","n",1.32342594319393,"n",54,9,37,"n","The dog is practicing balancing on one leg.","Dog standing with 1 foot up in a large field."
"1302","4642869349.jpg#2r1e","n",0.608299848299792,"n",87,12,1,"e","A group of dancers are preparing","A group of dancers with green shirts are all holding hands in a circle, one lady has a white shirt."
"1303","137231942.jpg#1r1e","e",0.735794862975338,"e",17,82,1,"e","A man talks on his cell phone.","A man with blond-hair and tattoos strolls behind bleachers on the cellphone."
"1304","4931116460.jpg#0r1e","e",0.662844204969614,"e",14,85,1,"e","The man tuning the instrument is near three women","Three women on a stage, one wearing red shoes, black pants, and a gray shirt is sitting on a prop, another is sitting on the floor, and the third wearing a black shirt and pants is standing, as a gentleman in the back tunes an instrument."
"1305","3158680604.jpg#4r1e","n",0.366446264453378,"e",94,5,1,"e","Four people in a kitchen cooking.","Four people in a kitchen"
"1306","7052516843.jpg#4r1n","n",0.799483779737341,"e",79,20,1,"n","A man is folding his laundry while sitting on the floor.","A person is folding laundry on the floor."
"1307","4672131242.jpg#4r1n","n",0.746539872415499,"n",83,2,15,"n","An old person is next to a car.","A man in a black shirt is standing behind a blue SUV."
"1308","4716605063.jpg#2r1n","n",0.44566434565824,"n",92,7,1,"n","A woman is eating ice cream on the beach.","A woman on vacation enjoying a vanilla ice cream cone."
"1309","4716605063.jpg#2r1c","c",0.928469699036224,"c",24,2,74,"c","A woman is putting ice cream in her shoe.","A woman on vacation enjoying a vanilla ice cream cone."
"1310","2885111681.jpg#0r1e","e",0.322493361860324,"e",4,95,1,"e","a woman in green walks along a street","A large elderly woman in a green stripy dress is carrying shopping bags along a cobbled street."
"1311","2738381514.jpg#3r1e","e",0.62671424022246,"n",9,88,3,"e","A man is in an urban location.","A man pulls a bicycle-driven cart through a city alley."
"1312","4573958272.jpg#2r1n","c",0.995378438820226,"c",46,0,54,"n","The man and woman are walking to the pharmacy.","A rather tall man and a woman wearing a red top and blue jeans waiting at on the sidewalk."
"1313","5008951909.jpg#0r1n","n",1.10696411585539,"n",56,42,2,"n","The man waved at the camera for the photographer.","A man waving at the camera holding a stick with a pile of wood."
"1314","2527628435.jpg#0r1n","n",0.964799548505087,"c",61,0,39,"n","A guy is rolling a cigarette.","A man sitting in a small shelter with various articles of clothing hanging on the wall."
"1315","3072611047.jpg#1r1n","n",0.515895152948209,"n",90,9,1,"n","Two children are diving off a high rock into a small river.","Two children are diving side by side into a river."
"1316","4733464337.jpg#1r1e","e",1.06897077605287,"n",47,52,1,"e","Two girls walk through downtown.","A black girl and white girl walking hand and hand in a busy area of a city with a public train in the background."
"1317","5897279071.jpg#0r1e","e",0.608299848299792,"e",12,87,1,"e","A small group of people are gathered to use rolling pins.","A small group of adults and children are in a room with large glass windows and using rolling pins."
"1318","4108380768.jpg#0r1e","e",0.434889620422621,"e",4,93,3,"e","A man and boy are in a body of water.","A man drags a young boy in swim trunks into the surf at what appears to be a beach in a tropical location."
"1319","4540798718.jpg#3r1c","n",0.557438185027989,"c",87,0,13,"c","He is walking on his hands.","A man in black is crossing the road."
"1320","3421131122.jpg#1r1c","c",0.592904561192996,"c",8,3,89,"c","A woman is using a red kayak.","Spray obscures the face and torso of the paddle wielding man in the red kayak."
"1321","2685727511.jpg#0r1n","n",1.06195843513575,"n",55,44,1,"n","a farmers market is about to open","Several people prepare their stalls that consist of fish, vegetables and fruits for the public eye."
"1322","4938457809.jpg#0r1c","n",0.893173458377857,"c",69,0,31,"c","Man burying his dead dog.","Middle-aged man in jeans and dark blue t-shirt carrying a black item and walking across a lawn."
"1323","4812138503.jpg#0r1n","c",1.11878903655513,"e",46,2,52,"n","The person gets in the white truck.","A person with dark hair is standing on the sidewalk in front of an orange and white truck."
"1324","4812138503.jpg#0r1e","n",1.05844358890056,"e",56,43,1,"e","The man is standing on the sidewalk.","A person with dark hair is standing on the sidewalk in front of an orange and white truck."
"1325","485184060.jpg#2r1e","e",1.19582738538764,"c",36,59,5,"e","The man is near water.","Man waters plants as woman in orange shirt walks by."
"1326","4349185080.jpg#3r1c","n",0.811278124459133,"c",75,0,25,"c","a girl with a sack also known as a he she","A girl carries large sacks across a backdrop of foliage."
"1327","6739582637.jpg#1r1n","n",0.402179190202273,"n",92,8,0,"n","A jeep is riding behind cyclists to time them.","Three people on bicycles, pedaling down the side of a road, with a jeep following them."
"1328","6739582637.jpg#1r1e","e",0.97222864725895,"e",19,76,5,"e","People are on the street.","Three people on bicycles, pedaling down the side of a road, with a jeep following them."
"1329","2644277889.jpg#0r1e","e",0,"e",0,100,0,"e","A woman is wearing red.","Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue."
"1330","382153903.jpg#0r1c","c",1.15537421906292,"n",43,3,54,"c","The woman woman wearing the hairnet is getting her hair done at the salon.","A woman wearing a blue hairnet and apron talks over her shoulder as she grasps a plastic pitcher."
"1331","3220009216.jpg#1r1c","c",0.584238811642856,"c",14,0,86,"c","Kids are resting in the lawn.","Two asian kids are playing with a very large tree branch."
"1332","3186472721.jpg#1r1n","n",0.468995593589281,"n",90,0,10,"n","The t-shirt is moldy.","A man wearing a black t-shirt is preparing a meal following directions from a recipe book."
"1333","6208991202.jpg#1r1e","e",0.649360865287364,"e",6,88,6,"e","The men are moving.","Two men making dance moves as a woman films the event in the living room of a house or apartment."
"1334","6491219357.jpg#2r1c","n",0.868721246339405,"c",71,0,29,"c","The people are athletes","Performers wearing bright robes, one with a long necklace and some masks."
"1335","6491219357.jpg#2r1n","n",0.5790188873238,"n",88,11,1,"n","The people are in a play","Performers wearing bright robes, one with a long necklace and some masks."
"1336","5196768578.jpg#1r1n","e",0.221940732853211,"e",1,97,2,"n"," A very young child in a red plaid coat and pink winter hat makes a snowball.","A very young child in a red plaid coat and pink winter hat makes a snowball in a large pile of snow."
"1337","2271099293.jpg#0r1e","e",0.44566434565824,"e",7,92,1,"e","A man playing a gold saxophone.","Brunette man play saxophone in a busy outdoor shopping center as people look on, he wears a camouflage jacket and saxophone is gold."
"1338","2271099293.jpg#0r1n","n",0.548260626725894,"n",89,10,1,"n","A man playing a gold saxophone in New York City.","Brunette man play saxophone in a busy outdoor shopping center as people look on, he wears a camouflage jacket and saxophone is gold."
"1339","224998257.jpg#4r1c","c",0.942683189255492,"c",36,0,64,"c","The women are running in a marathon.","Young women on a retreat."
"1340","224998257.jpg#4r1e","n",1.04432555269629,"e",59,40,1,"e","There are women relaxing.","Young women on a retreat."
"1341","224998257.jpg#4r1n","n",0.584238811642856,"n",86,14,0,"n","There are women at a yoga retreat.","Young women on a retreat."
"1342","1425919702.jpg#0r1c","c",0.607363555885167,"c",10,2,88,"c","The crowd of people standing and cheering.","A crowd of people are sitting in seats in a sports ground bleachers."
"1343","2071705189.jpg#2r1c","c",0.964799548505087,"c",39,0,61,"c","The girl is walking on the grass.","A little girl is walking over a path of numbers."
"1344","2071705189.jpg#2r1e","n",0.735794862975338,"n",82,17,1,"e","The girl is outside.","A little girl is walking over a path of numbers."
"1345","28753061.jpg#1r1n","n",0.793709004425621,"n",81,2,17,"n","The kids are playing a card game.","A group of kids sitting around a table while another person holds a circle blocking out light."
"1346","2574194729.jpg#4r1c","c",0.407340745400986,"c",6,1,93,"c","A dog is laying down inside.","A pale dog runs down a path."
"1347","504413268.jpg#1r1e","n",1.04432555269629,"e",59,40,1,"e","Men are working.","Two construction workers sitting around a hole with a third construction worker in it."
"1348","254169701.jpg#2r1n","n",0.686882753799029,"n",87,7,6,"n","A girl is on the beach with friends.","A girl is throwing a football on the beach."
"1349","218483471.jpg#1r1c","c",0.607363555885167,"c",10,2,88,"c","A woman lugging things over her back","A black woman balancing a large platter on her head that has many bagged items on it."
"1350","4668912499.jpg#4r1e","e",0.242292189082415,"n",4,96,0,"e","A woman is out shopping.","Older lady checking out her goods at the check-out counter."
"1351","244760289.jpg#0r1e","e",0.979576432168017,"n",32,67,1,"e","Three men by the ocean.","Three men stand on the beach, fully clothed."
"1352","4562771403.jpg#4r1n","n",0.62671424022246,"n",88,3,9,"n","The pedestrian is out for a nice walk.","A pedestrian adjusting shoes and accessories."
"1353","3497224764.jpg#2r1e","n",0.6098403047164,"n",85,15,0,"e","A woman is taking notes.","A woman in red shorts is writing on a tablet."
"1354","268948449.jpg#2r1n","e",0.826746372492618,"e",26,74,0,"n","a repair man works","A man sitting at a desk, repairing antique typewriters."
"1355","6338098558.jpg#0r1c","c",0.741482739931274,"c",21,0,79,"c","A woman works on a new porch.","A lady dances in a polka dot dress and a head of flowers with a fan clasped in her hand while others are looking in a different direction with two men holding onto a ladder and others discussing."
"1356","3970646119.jpg#0r1n","n",0.910655958802555,"n",78,18,4,"n","A man performing in a play looks down at the audiance as the band and dancers move in the background.","A young man with a plain shirt looking down, with a band and dancing people behind him."
"1357","4537970812.jpg#2r1n","n",0.741482739931274,"c",79,0,21,"n","The Asian woman is singing.","An Asian woman stands along a road where 2 buses have passed holding her bags."
"1358","516279719.jpg#2r1n","n",0.327444919154476,"n",94,6,0,"n","The people are walking up the ramp to a store.","A group of people walk up a ramp on a cloudy day."
"1359","3002448718.jpg#0r1e","e",1.13133546052104,"e",38,59,3,"e","Four women are wearing jean skirts outside of a cinema.","Four women in front of Odeon wear similar black, pink and white superman type shirts and jean skirts."
"1360","14919212.jpg#3r1n","e",0.402179190202273,"e",8,92,0,"n","The man is working outside","A man operates a piece of earth-moving equipment near a waterway."
"1361","4963720718.jpg#3r1n","n",0.436469817064103,"n",91,9,0,"n","A bridal party gets together outside a stone building during the weekend.","A bridal party assembles outside a stone building."
"1362","4963720718.jpg#3r1e","n",1.46190118890934,"e",48,36,16,"e","A bridal party is bathering outside a stone building.","A bridal party assembles outside a stone building."
"1363","5250458311.jpg#0r1c","c",0.242292189082415,"c",4,0,96,"c","A man washing his car in the drive way.","A man hanging outside with a rope harness paints a structure's exterior wall with blue paint."
"1364","3060664765.jpg#0r1c","c",1.14251711130975,"n",34,4,62,"c","A woman is standing in store.","A woman dressed in a black sweater, blue jeans, and golden high heel boots is looking a merchandise in a storefront window."
"1365","7916249448.jpg#3r1n","e",1.3677127754756,"n",43,47,10,"n","A couple men are on a basketball court.","A group of men are playing basketball as the sun sets."
"1366","7916249448.jpg#3r1e","n",1.37726470402576,"n",57,29,14,"e","There are two men with a basketball.","A group of men are playing basketball as the sun sets."
"1367","7663002978.jpg#1r1c","c",0.608299848299792,"c",12,1,87,"c","The runner hates the crowd.","Torch-bearing runner, about to be photographed by onlooker, enjoys the smiles and shouts of the crowd."
"1368","7663002978.jpg#1r1n","n",0.557438185027989,"n",87,13,0,"n","The runner is an olympian.","Torch-bearing runner, about to be photographed by onlooker, enjoys the smiles and shouts of the crowd."
"1369","3433062788.jpg#0r1n","n",0.609259281426993,"n",89,5,6,"n","Two ladies are having lunch on the restaurant patio.","Two Asian women talking and having drinks at a small round table."
"1370","3433062788.jpg#0r1c","c",1.0648830452581,"c",45,1,54,"c","Two ladies are sitting at the bar.","Two Asian women talking and having drinks at a small round table."
"1371","2093742216.jpg#3r1e","e",1.58306891159894,"n",31,35,34,"e","The woman is sewing.","An elderly woman crafts a design on a loom."
"1372","5163589087.jpg#3r1c","n",0.871851171729737,"c",75,1,24,"c","People hiding in bushes to scare little children.","A group of people engaged in some sort of outdoor gathering or ritual."
"1373","7156247619.jpg#0r1n","n",1.38825903573559,"n",52,12,36,"n","Three men in matching jackets are standing together, one looking at a nearby person, the other two looking at a phone.","Two men dressed in identical white jackets with green numbers and logo are studying something on a cellphone with great interest, while other men, identically dressed and standing in a group with these two, are interested in something to their right."
"1374","4588335754.jpg#0r1e","e",0.981453895033654,"n",42,58,0,"e","They are cooking.","A busy kitchen preparing for the afternoon rush."
"1375","4588335754.jpg#0r1n","n",1.29584608515598,"n",47,46,7,"n","They are making lunch.","A busy kitchen preparing for the afternoon rush."
"1376","4588335754.jpg#4r1e","n",1.37487941384419,"e",56,13,31,"e","There is one person in this picture, and they are inside and working.","Chef's working in a kitchen."
"1377","4588335754.jpg#4r1c","c",0.959395862019576,"c",26,2,72,"c","The chef is running out of the kitchen as flames engulf his kitchen, smoke alarms sounding.","Chef's working in a kitchen."
"1378","5171029614.jpg#0r1c","c",0.956907135915233,"c",30,1,69,"c","He wears contact lens.","A man wearing a pink shirt and wearing glasses crouching down in front of a basket of clothing at the laundromat."
"1379","3708839890.jpg#0r1n","n",0.712573461756777,"n",83,1,16,"n","dog leaping from a snake","A black dog leaps from the water near a wooded shoreline"
"1380","2686803722.jpg#1r1e","e",0.92481870497303,"n",34,66,0,"e","The little dog is restrained by the woman holding the leash","A woman is holding a dog on a leash in front of a small pier."
"1381","2686803722.jpg#1r1n","n",0.242292189082415,"n",96,0,4,"n","The woman holds the leash to prevent the little dog chasing the cat","A woman is holding a dog on a leash in front of a small pier."
"1382","7172108149.jpg#3r1e","e",1.06897077605287,"n",47,52,1,"e","Musicians are spreading their passion on stage","Two men and one woman are performing music on a stage."
"1383","7172108149.jpg#3r1c","c",0.826746372492618,"c",26,0,74,"c","The stage is extremely quiet","Two men and one woman are performing music on a stage."
"1384","7172108149.jpg#3r1n","e",1.12026250508077,"e",47,51,2,"n","Three musicians are performing at a concert","Two men and one woman are performing music on a stage."
"1385","22764427.jpg#4r1c","c",0.799483779737341,"c",20,1,79,"c","People are talking to the choir.","People are talking to a camera crew with video and microphone."
"1386","4982419929.jpg#1r1n","n",1.22190953445974,"n",65,9,26,"n","Three women observe as several men attempt to fix bikes.","A group of women observe as two men attempt to fix their bikes."
"1387","4454997580.jpg#3r1n","n",0.712573461756777,"n",83,1,16,"n","A child is with his mum and crying.","A young boy with his mum going home after playing toy games."
"1388","4665585666.jpg#0r1c","c",0.194391857831576,"c",3,0,97,"c","A father drowns his two children, since he hates his life.","A father with a red shirt and beard is cuddling with his two children in a chair."
"1389","4665585666.jpg#0r1e","n",0.917690563152123,"e",72,27,1,"e","There are three people inside.","A father with a red shirt and beard is cuddling with his two children in a chair."
"1390","3574378184.jpg#0r1e","c",1.0302087809808,"c",10,14,76,"e","A woman holds a happy baby while another person stands nearby.","A man in a black shirt holds a smiling baby while another person in a blue shirt stands in the foreground."
"1391","3574378184.jpg#0r1n","c",0.811278124459133,"n",25,0,75,"n","A wife holds the baby while her husband stands nearby.","A man in a black shirt holds a smiling baby while another person in a blue shirt stands in the foreground."
"1392","3192266178.jpg#0r1c","c",0.607363555885167,"c",10,2,88,"c","A man sits in a chair as his dog sleeps beside him.","A man in blue with a black hat with a dog leaping at him in a park-like setting."
"1393","3192266178.jpg#0r1e","n",1.0916572553648,"e",64,33,3,"e","A man in blue playing with his dog outside in a park.","A man in blue with a black hat with a dog leaping at him in a park-like setting."
"1394","2347921097.jpg#3r1n","n",0.481763067193911,"e",91,8,1,"n","Two dogs wrestling with a sheet on a bed.","Two dogs play together on the bed."
"1395","319938879.jpg#0r1n","n",0.646945116085503,"e",88,7,5,"n","A person replaces letters on a marquee, as to not embarrass the theater for it.","A person in a blue sweatshirt replaces letters in a theater marquee using a long pole."
"1396","405694615.jpg#3r1c","c",0.99740158856774,"c",47,0,53,"c","Another woman is eating a sandwich.","A woman in a striped shirt posing for the camera while another woman holding a drink looks on."
"1397","405694615.jpg#3r1n","n",0.27474331406078,"n",96,3,1,"n","The woman is posing for a magazine.","A woman in a striped shirt posing for the camera while another woman holding a drink looks on."
"1398","46601243.jpg#1r1n","n",1.10251255980741,"n",57,41,2,"n","A man is drinking at a social gathering","While drinking a coupe of Red Stripe beers, a man with a gray t-shirt speaks to another man wearing a blue button up shirt."
"1399","46601243.jpg#1r1c","c",0.944543589326252,"c",29,1,70,"c","While drinking beer a man is dancing with another man","While drinking a coupe of Red Stripe beers, a man with a gray t-shirt speaks to another man wearing a blue button up shirt."
"1400","3347666612.jpg#0r1n","n",0.757991187178562,"n",81,18,1,"n","The children are playing a game.","Children with painted red faces being sprayed with water, on grass."
"1401","2249094622.jpg#3r1c","c",0.366446264453378,"c",5,1,94,"c","A man is selling steak knives on a cart.","A man selling or buying oranges on a cart in an outside supermarket."
"1402","2249094622.jpg#3r1e","e",1.09712456975879,"n",20,72,8,"e","A man is conducting business outside of a store.","A man selling or buying oranges on a cart in an outside supermarket."
"1403","3423379643.jpg#0r1n","n",0.548260626725894,"n",89,10,1,"n","The man is taking his wife and daughter on a motorcycle trip.","A man drives a motorcycle, with a woman in an orange sari and a young girl in a blue dress riding in the backseat."
"1404","4046112444.jpg#2r1e","e",0.515895152948209,"e",9,90,1,"e","A gloved young man is working on a wired device.","A young man is using gloves to control a device with wires in it."
"1405","4872410849.jpg#0r1e","e",0.0807931358959112,"n",0,99,1,"e","A man is holding a young boy.","A young man in a green sweatshirt holds a young boy with a blue backpack and a yellow sweatshirt in front of a run-down building."
"1406","6848277313.jpg#2r1n","e",0.826746372492618,"e",26,74,0,"n","the man is talking","A man with a checkered shirt on is giving a powerpoint presentation to people."
"1407","43194646.jpg#1r1e","e",1.32346695414695,"e",28,60,12,"e","An entertainer is tickling the ivories.","A man speaking or singing into a microphone while playing the piano."
"1408","276598014.jpg#2r1n","n",0.701471459883897,"n",81,19,0,"n","A man is playing whose is in a band is playing an electric guitar.","A man in a black jacket plays a black electric guitar and sings."
"1409","3083913737.jpg#2r1c","n",1.1625318905614,"n",51,3,46,"c","Three workers bent over backwards","Three workers bent over pulling grass."
"1410","96461750.jpg#0r1e","e",0.914926372779728,"e",33,67,0,"e","A woman is resting.","A woman lies on a bed with a red, orange, and blue striped comforter crumpled up next to her."
"1411","4700233871.jpg#1r1c","c",0.467081440159003,"c",6,2,92,"c","The Japanese man in a denim jacket has straight black hair.","A japanese person with bleached blond-hair set in a design with spikes, wearing a black leather jacket."
"1412","281658184.jpg#2r1e","e",0.327444919154476,"e",6,94,0,"e","a man is pole vaulting","A man wearing a white shirt and black shorts in competing in pole vault."
"1413","2308491551.jpg#1r1n","n",0.382542669197746,"e",94,4,2,"n","tourists looking out of glass elevators.","Three glass elevators with people inside of them."
"1414","2308491551.jpg#1r1e","e",0.286396957115956,"e",5,95,0,"e","People in elevators.","Three glass elevators with people inside of them."
"1415","2536781293.jpg#3r1n","n",0.914926372779728,"n",67,33,0,"n","Six workers are completing repair on a train track.","Six workers are working on the train tracks."
"1416","2536781293.jpg#3r1e","e",0.557438185027989,"e",13,87,0,"e","Six people are employed.","Six workers are working on the train tracks."
"1417","74706255.jpg#0r1c","n",0.735794862975338,"c",82,1,17,"c","the boy and man are talking among themselves","A little boy is kneeling on the floor, scribbling with an orange and blue crayon on a paper, at a little table with the arm of a man resting on the table."
"1418","229736617.jpg#1r1e","e",1.20229218908241,"e",4,48,48,"e","The girl is seated near water.","A little girl sitting in a small body of water, with sand and beach toys surrounding her."
"1419","1980882959.jpg#4r1e","n",0.995378438820226,"e",54,46,0,"e","Four people are together","Four people with shopping carts full of bags."
"1420","3126981064.jpg#3r2e","e",1.41337318624631,"e",13,50,37,"e","The man near the water.","A man in a wetsuit surfing."
"1421","4851006985.jpg#2r1e","e",0.811278124459133,"e",25,75,0,"e","A female is smoking while having her picture taken.","A woman wearing a black shirt with a cigarette in her right hand is smiling at the camera."
"1422","360723732.jpg#1r1c","n",0.969855513119274,"n",75,4,21,"c","A black and white dog is running across a field.","A dog with a red object in its mouth is hurrying down a smooth path near grass and another dog."
"1423","6463107815.jpg#4r1e","e",0.950672092687066,"n",37,63,0,"e","Some people are stretching before a competition.","Stretching before roller derby."
"1424","3541474181.jpg#4r1n","c",1.13351977858149,"n",33,4,63,"n","A boy is snowboarding down a large hill.","A man snowboards."
"1425","2156726763.jpg#4r1e","e",0,"e",0,100,0,"e","The little girl can walk.","A little girl in a pink jacket is walking."
"1426","8001609110.jpg#3r1e","e",0.0807931358959112,"e",0,99,1,"e","An old bearded man plays an instrument on the side of a sidewalk.","An old bearded man plays a hand flute on the side of a sidewalk."
"1427","2724379828.jpg#1r1n","n",0.6098403047164,"n",85,15,0,"n","A man is entertaining a crowd by playing classical music on the sidewalk","A man providing entertainment on the sidewalk by playing the violin."
"1428","854749.jpg#1r1e","e",0.0807931358959112,"e",0,99,1,"e","A man is inside a store.","A guy wearing a black shirt and gray pants pushing his shopping cart past a candy aisle of a Walmart."
"1429","3021780428.jpg#0r1e","e",0.467081440159003,"e",6,92,2,"e","The people are going inside.","A young boy is pushing someone with a broken foot into the hospital."
"1430","3670075789.jpg#3r1n","n",0.779207486310554,"n",80,1,19,"n","A girl playing water polo in the pool.","A girl in a child's swimming pool."
